20270001/1;1;10001;20001;30001;40001
20270620/2;2286;12286;22286;32286;42286
20270620/3;3952;13952;23952;33952;43952
20270620/4;5618;15618;25618;35618;45618
20270620/5;7284;17284;27284;37284;47284
20270620/6;8950;18950;28950;38950;48950
20270620/7;50620;60620;70620;80620;90620
20270620/8;52286;62286;72286;82286;92286
20270620/9;53952;63952;73952;83952;93952
20270620/10;55618;65618;75618;85618;95618
20270620/11;57284;67284;77284;87284;97284
20270620/12;58950;68950;78950;88950;98950
20270621/1;621;10621;20621;30621;40621
20270621/2;2287;12287;22287;32287;42287
20270621/3;3953;13953;23953;33953;43953
20270621/4;5619;15619;25619;35619;45619
20270621/5;7285;17285;27285;37285;47285
20270621/6;8951;18951;28951;38951;48951
20270621/7;50621;60621;70621;80621;90621
20270621/8;52287;62287;72287;82287;92287
20270621/9;53953;63953;73953;83953;93953
20270621/10;55619;65619;75619;85619;95619
20270621/11;57285;67285;77285;87285;97285
20270621/12;58951;68951;78951;88951;98951
20270622/1;622;10622;20622;30622;40622
20270622/2;2288;12288;22288;32288;42288
20270622/3;3954;13954;23954;33954;43954
20270622/4;5620;15620;25620;35620;45620
20270622/5;7286;17286;27286;37286;47286
20270622/6;8952;18952;28952;38952;48952
20270622/7;50622;60622;70622;80622;90622
20270622/8;52288;62288;72288;82288;92288
20270622/9;53954;63954;73954;83954;93954
20270622/10;55620;65620;75620;85620;95620
20270622/11;57286;67286;77286;87286;97286
20270622/12;58952;68952;78952;88952;98952
20270623/1;623;10623;20623;30623;40623
20270623/2;2289;12289;22289;32289;42289
20270623/3;3955;13955;23955;33955;43955
20270623/4;5621;15621;25621;35621;45621
20270623/5;7287;17287;27287;37287;47287
20270623/6;8953;18953;28953;38953;48953
20270623/7;50623;60623;70623;80623;90623
20270623/8;52289;62289;72289;82289;92289
20270623/9;53955;63955;73955;83955;93955
20270623/10;55621;65621;75621;85621;95621
20270623/11;57287;67287;77287;87287;97287
20270623/12;58953;68953;78953;88953;98953
20270624/1;624;10624;20624;30624;40624
20270624/2;2290;12290;22290;32290;42290
20270624/3;3956;13956;23956;33956;43956
20270624/4;5622;15622;25622;35622;45622
20270624/5;7288;17288;27288;37288;47288
20270624/6;8954;18954;28954;38954;48954
20270624/7;50624;60624;70624;80624;90624
20270624/8;52290;62290;72290;82290;92290
20270624/9;53956;63956;73956;83956;93956
20270624/10;55622;65622;75622;85622;95622
20270624/11;57288;67288;77288;87288;97288
20270624/12;58954;68954;78954;88954;98954
20270625/1;625;10625;20625;30625;40625
20270625/2;2291;12291;22291;32291;42291
20270625/3;3957;13957;23957;33957;43957
20270625/4;5623;15623;25623;35623;45623
20270625/5;7289;17289;27289;37289;47289
20270625/6;8955;18955;28955;38955;48955
20270625/7;50625;60625;70625;80625;90625
20270625/8;52291;62291;72291;82291;92291
20270625/9;53957;63957;73957;83957;93957
20270625/10;55623;65623;75623;85623;95623
20270625/11;57289;67289;77289;87289;97289
20270625/12;58955;68955;78955;88955;98955
20270626/1;626;10626;20626;30626;40626
20270626/2;2292;12292;22292;32292;42292
20270626/3;3958;13958;23958;33958;43958
20270626/4;5624;15624;25624;35624;45624
20270626/5;7290;17290;27290;37290;47290
20270626/6;8956;18956;28956;38956;48956
20270626/7;50626;60626;70626;80626;90626
20270626/8;52292;62292;72292;82292;92292
20270626/9;53958;63958;73958;83958;93958
20270626/10;55624;65624;75624;85624;95624
20270626/11;57290;67290;77290;87290;97290
20270626/12;58956;68956;78956;88956;98956
20270627/1;627;10627;20627;30627;40627
20270627/2;2293;12293;22293;32293;42293
20270627/3;3959;13959;23959;33959;43959
20270627/4;5625;15625;25625;35625;45625
20270627/5;7291;17291;27291;37291;47291
20270627/6;8957;18957;28957;38957;48957
20270627/7;50627;60627;70627;80627;90627
20270627/8;52293;62293;72293;82293;92293
20270627/9;53959;63959;73959;83959;93959
20270627/10;55625;65625;75625;85625;95625
20270627/11;57291;67291;77291;87291;97291
20270627/12;58957;68957;78957;88957;98957
20270628/1;628;10628;20628;30628;40628
20270628/2;2294;12294;22294;32294;42294
20270628/3;3960;13960;23960;33960;43960
20270628/4;5626;15626;25626;35626;45626
20270628/5;7292;17292;27292;37292;47292
20270628/6;8958;18958;28958;38958;48958
20270628/7;50628;60628;70628;80628;90628
20270628/8;52294;62294;72294;82294;92294
20270628/9;53960;63960;73960;83960;93960
20270628/10;55626;65626;75626;85626;95626
20270628/11;57292;67292;77292;87292;97292
20270628/12;58958;68958;78958;88958;98958
20270629/1;629;10629;20629;30629;40629
20270629/2;2295;12295;22295;32295;42295
20270629/3;3961;13961;23961;33961;43961
20270629/4;5627;15627;25627;35627;45627
20270629/5;7293;17293;27293;37293;47293
20270629/6;8959;18959;28959;38959;48959
20270629/7;50629;60629;70629;80629;90629
20270629/8;52295;62295;72295;82295;92295
20270629/9;53961;63961;73961;83961;93961
20270629/10;55627;65627;75627;85627;95627
20270629/11;57293;67293;77293;87293;97293
20270629/12;58959;68959;78959;88959;98959
20270630/1;630;10630;20630;30630;40630
20270630/2;2296;12296;22296;32296;42296
20270630/3;3962;13962;23962;33962;43962
20270630/4;5628;15628;25628;35628;45628
20270630/5;7294;17294;27294;37294;47294
20270630/6;8960;18960;28960;38960;48960
20270630/7;50630;60630;70630;80630;90630
20270630/8;52296;62296;72296;82296;92296
20270630/9;53962;63962;73962;83962;93962
20270630/10;55628;65628;75628;85628;95628
20270630/11;57294;67294;77294;87294;97294
20270630/12;58960;68960;78960;88960;98960
20270631/1;631;10631;20631;30631;40631
20270631/2;2297;12297;22297;32297;42297
20270631/3;3963;13963;23963;33963;43963
20270631/4;5629;15629;25629;35629;45629
20270631/5;7295;17295;27295;37295;47295
20270631/6;8961;18961;28961;38961;48961
20270631/7;50631;60631;70631;80631;90631
20270631/8;52297;62297;72297;82297;92297
20270631/9;53963;63963;73963;83963;93963
20270631/10;55629;65629;75629;85629;95629
20270631/11;57295;67295;77295;87295;97295
20270631/12;58961;68961;78961;88961;98961
20270632/1;632;10632;20632;30632;40632
20270632/2;2298;12298;22298;32298;42298
20270632/3;3964;13964;23964;33964;43964
20270632/4;5630;15630;25630;35630;45630
20270632/5;7296;17296;27296;37296;47296
20270632/6;8962;18962;28962;38962;48962
20270632/7;50632;60632;70632;80632;90632
20270632/8;52298;62298;72298;82298;92298
20270632/9;53964;63964;73964;83964;93964
20270632/10;55630;65630;75630;85630;95630
20270632/11;57296;67296;77296;87296;97296
20270632/12;58962;68962;78962;88962;98962
20270633/1;633;10633;20633;30633;40633
20270633/2;2299;12299;22299;32299;42299
20270633/3;3965;13965;23965;33965;43965
20270633/4;5631;15631;25631;35631;45631
20270633/5;7297;17297;27297;37297;47297
20270633/6;8963;18963;28963;38963;48963
20270633/7;50633;60633;70633;80633;90633
20270633/8;52299;62299;72299;82299;92299
20270633/9;53965;63965;73965;83965;93965
20270633/10;55631;65631;75631;85631;95631
20270633/11;57297;67297;77297;87297;97297
20270633/12;58963;68963;78963;88963;98963
20270634/1;634;10634;20634;30634;40634
20270634/2;2300;12300;22300;32300;42300
20270634/3;3966;13966;23966;33966;43966
20270634/4;5632;15632;25632;35632;45632
20270634/5;7298;17298;27298;37298;47298
20270634/6;8964;18964;28964;38964;48964
20270634/7;50634;60634;70634;80634;90634
20270634/8;52300;62300;72300;82300;92300
20270634/9;53966;63966;73966;83966;93966
20270634/10;55632;65632;75632;85632;95632
20270634/11;57298;67298;77298;87298;97298
20270634/12;58964;68964;78964;88964;98964
20270635/1;635;10635;20635;30635;40635
20270635/2;2301;12301;22301;32301;42301
20270635/3;3967;13967;23967;33967;43967
20270635/4;5633;15633;25633;35633;45633
20270635/5;7299;17299;27299;37299;47299
20270635/6;8965;18965;28965;38965;48965
20270635/7;50635;60635;70635;80635;90635
20270635/8;52301;62301;72301;82301;92301
20270635/9;53967;63967;73967;83967;93967
20270635/10;55633;65633;75633;85633;95633
20270635/11;57299;67299;77299;87299;97299
20270635/12;58965;68965;78965;88965;98965
20270636/1;636;10636;20636;30636;40636
20270636/2;2302;12302;22302;32302;42302
20270636/3;3968;13968;23968;33968;43968
20270636/4;5634;15634;25634;35634;45634
20270636/5;7300;17300;27300;37300;47300
20270636/6;8966;18966;28966;38966;48966
20270636/7;50636;60636;70636;80636;90636
20270636/8;52302;62302;72302;82302;92302
20270636/9;53968;63968;73968;83968;93968
20270636/10;55634;65634;75634;85634;95634
20270636/11;57300;67300;77300;87300;97300
20270636/12;58966;68966;78966;88966;98966
20270637/1;637;10637;20637;30637;40637
20270637/2;2303;12303;22303;32303;42303
20270637/3;3969;13969;23969;33969;43969
20270637/4;5635;15635;25635;35635;45635
20270637/5;7301;17301;27301;37301;47301
20270637/6;8967;18967;28967;38967;48967
20270637/7;50637;60637;70637;80637;90637
20270637/8;52303;62303;72303;82303;92303
20270637/9;53969;63969;73969;83969;93969
20270637/10;55635;65635;75635;85635;95635
20270637/11;57301;67301;77301;87301;97301
20270637/12;58967;68967;78967;88967;98967
20270638/1;638;10638;20638;30638;40638
20270638/2;2304;12304;22304;32304;42304
20270638/3;3970;13970;23970;33970;43970
20270638/4;5636;15636;25636;35636;45636
20270638/5;7302;17302;27302;37302;47302
20270638/6;8968;18968;28968;38968;48968
20270638/7;50638;60638;70638;80638;90638
20270638/8;52304;62304;72304;82304;92304
20270638/9;53970;63970;73970;83970;93970
20270638/10;55636;65636;75636;85636;95636
20270638/11;57302;67302;77302;87302;97302
20270638/12;58968;68968;78968;88968;98968
20270639/1;639;10639;20639;30639;40639
20270639/2;2305;12305;22305;32305;42305
20270639/3;3971;13971;23971;33971;43971
20270639/4;5637;15637;25637;35637;45637
20270639/5;7303;17303;27303;37303;47303
20270639/6;8969;18969;28969;38969;48969
20270639/7;50639;60639;70639;80639;90639
20270639/8;52305;62305;72305;82305;92305
20270639/9;53971;63971;73971;83971;93971
20270639/10;55637;65637;75637;85637;95637
20270639/11;57303;67303;77303;87303;97303
20270639/12;58969;68969;78969;88969;98969
20270640/1;640;10640;20640;30640;40640
20270640/2;2306;12306;22306;32306;42306
20270640/3;3972;13972;23972;33972;43972
20270640/4;5638;15638;25638;35638;45638
20270640/5;7304;17304;27304;37304;47304
20270640/6;8970;18970;28970;38970;48970
20270640/7;50640;60640;70640;80640;90640
20270640/8;52306;62306;72306;82306;92306
20270640/9;53972;63972;73972;83972;93972
20270640/10;55638;65638;75638;85638;95638
20270640/11;57304;67304;77304;87304;97304
20270640/12;58970;68970;78970;88970;98970
20270641/1;641;10641;20641;30641;40641
20270641/2;2307;12307;22307;32307;42307
20270641/3;3973;13973;23973;33973;43973
20270641/4;5639;15639;25639;35639;45639
20270641/5;7305;17305;27305;37305;47305
20270641/6;8971;18971;28971;38971;48971
20270641/7;50641;60641;70641;80641;90641
20270641/8;52307;62307;72307;82307;92307
20270641/9;53973;63973;73973;83973;93973
20270641/10;55639;65639;75639;85639;95639
20270641/11;57305;67305;77305;87305;97305
20270641/12;58971;68971;78971;88971;98971
20270642/1;642;10642;20642;30642;40642
20270642/2;2308;12308;22308;32308;42308
20270642/3;3974;13974;23974;33974;43974
20270642/4;5640;15640;25640;35640;45640
20270642/5;7306;17306;27306;37306;47306
20270642/6;8972;18972;28972;38972;48972
20270642/7;50642;60642;70642;80642;90642
20270642/8;52308;62308;72308;82308;92308
20270642/9;53974;63974;73974;83974;93974
20270642/10;55640;65640;75640;85640;95640
20270642/11;57306;67306;77306;87306;97306
20270642/12;58972;68972;78972;88972;98972
20270643/1;643;10643;20643;30643;40643
20270643/2;2309;12309;22309;32309;42309
20270643/3;3975;13975;23975;33975;43975
20270643/4;5641;15641;25641;35641;45641
20270643/5;7307;17307;27307;37307;47307
20270643/6;8973;18973;28973;38973;48973
20270643/7;50643;60643;70643;80643;90643
20270643/8;52309;62309;72309;82309;92309
20270643/9;53975;63975;73975;83975;93975
20270643/10;55641;65641;75641;85641;95641
20270643/11;57307;67307;77307;87307;97307
20270643/12;58973;68973;78973;88973;98973
20270644/1;644;10644;20644;30644;40644
20270644/2;2310;12310;22310;32310;42310
20270644/3;3976;13976;23976;33976;43976
20270644/4;5642;15642;25642;35642;45642
20270644/5;7308;17308;27308;37308;47308
20270644/6;8974;18974;28974;38974;48974
20270644/7;50644;60644;70644;80644;90644
20270644/8;52310;62310;72310;82310;92310
20270644/9;53976;63976;73976;83976;93976
20270644/10;55642;65642;75642;85642;95642
20270644/11;57308;67308;77308;87308;97308
20270644/12;58974;68974;78974;88974;98974
20270645/1;645;10645;20645;30645;40645
20270645/2;2311;12311;22311;32311;42311
20270645/3;3977;13977;23977;33977;43977
20270645/4;5643;15643;25643;35643;45643
20270645/5;7309;17309;27309;37309;47309
20270645/6;8975;18975;28975;38975;48975
20270645/7;50645;60645;70645;80645;90645
20270645/8;52311;62311;72311;82311;92311
20270645/9;53977;63977;73977;83977;93977
20270645/10;55643;65643;75643;85643;95643
20270645/11;57309;67309;77309;87309;97309
20270645/12;58975;68975;78975;88975;98975
20270646/1;646;10646;20646;30646;40646
20270646/2;2312;12312;22312;32312;42312
20270646/3;3978;13978;23978;33978;43978
20270646/4;5644;15644;25644;35644;45644
20270646/5;7310;17310;27310;37310;47310
20270646/6;8976;18976;28976;38976;48976
20270646/7;50646;60646;70646;80646;90646
20270646/8;52312;62312;72312;82312;92312
20270646/9;53978;63978;73978;83978;93978
20270646/10;55644;65644;75644;85644;95644
20270646/11;57310;67310;77310;87310;97310
20270646/12;58976;68976;78976;88976;98976
20270647/1;647;10647;20647;30647;40647
20270647/2;2313;12313;22313;32313;42313
20270647/3;3979;13979;23979;33979;43979
20270647/4;5645;15645;25645;35645;45645
20270647/5;7311;17311;27311;37311;47311
20270647/6;8977;18977;28977;38977;48977
20270647/7;50647;60647;70647;80647;90647
20270647/8;52313;62313;72313;82313;92313
20270647/9;53979;63979;73979;83979;93979
20270647/10;55645;65645;75645;85645;95645
20270647/11;57311;67311;77311;87311;97311
20270647/12;58977;68977;78977;88977;98977
20270648/1;648;10648;20648;30648;40648
20270648/2;2314;12314;22314;32314;42314
20270648/3;3980;13980;23980;33980;43980
20270648/4;5646;15646;25646;35646;45646
20270648/5;7312;17312;27312;37312;47312
20270648/6;8978;18978;28978;38978;48978
20270648/7;50648;60648;70648;80648;90648
20270648/8;52314;62314;72314;82314;92314
20270648/9;53980;63980;73980;83980;93980
20270648/10;55646;65646;75646;85646;95646
20270648/11;57312;67312;77312;87312;97312
20270648/12;58978;68978;78978;88978;98978
20270649/1;649;10649;20649;30649;40649
20270649/2;2315;12315;22315;32315;42315
20270649/3;3981;13981;23981;33981;43981
20270649/4;5647;15647;25647;35647;45647
20270649/5;7313;17313;27313;37313;47313
20270649/6;8979;18979;28979;38979;48979
20270649/7;50649;60649;70649;80649;90649
20270649/8;52315;62315;72315;82315;92315
20270649/9;53981;63981;73981;83981;93981
20270649/10;55647;65647;75647;85647;95647
20270649/11;57313;67313;77313;87313;97313
20270649/12;58979;68979;78979;88979;98979
20270650/1;650;10650;20650;30650;40650
20270650/2;2316;12316;22316;32316;42316
20270650/3;3982;13982;23982;33982;43982
20270650/4;5648;15648;25648;35648;45648
20270650/5;7314;17314;27314;37314;47314
20270650/6;8980;18980;28980;38980;48980
20270650/7;50650;60650;70650;80650;90650
20270650/8;52316;62316;72316;82316;92316
20270650/9;53982;63982;73982;83982;93982
20270650/10;55648;65648;75648;85648;95648
20270650/11;57314;67314;77314;87314;97314
20270650/12;58980;68980;78980;88980;98980
20270651/1;651;10651;20651;30651;40651
20270651/2;2317;12317;22317;32317;42317
20270651/3;3983;13983;23983;33983;43983
20270651/4;5649;15649;25649;35649;45649
20270651/5;7315;17315;27315;37315;47315
20270651/6;8981;18981;28981;38981;48981
20270651/7;50651;60651;70651;80651;90651
20270651/8;52317;62317;72317;82317;92317
20270651/9;53983;63983;73983;83983;93983
20270651/10;55649;65649;75649;85649;95649
20270651/11;57315;67315;77315;87315;97315
20270651/12;58981;68981;78981;88981;98981
20270652/1;652;10652;20652;30652;40652
20270652/2;2318;12318;22318;32318;42318
20270652/3;3984;13984;23984;33984;43984
20270652/4;5650;15650;25650;35650;45650
20270652/5;7316;17316;27316;37316;47316
20270652/6;8982;18982;28982;38982;48982
20270652/7;50652;60652;70652;80652;90652
20270652/8;52318;62318;72318;82318;92318
20270652/9;53984;63984;73984;83984;93984
20270652/10;55650;65650;75650;85650;95650
20270652/11;57316;67316;77316;87316;97316
20270652/12;58982;68982;78982;88982;98982
20270653/1;653;10653;20653;30653;40653
20270653/2;2319;12319;22319;32319;42319
20270653/3;3985;13985;23985;33985;43985
20270653/4;5651;15651;25651;35651;45651
20270653/5;7317;17317;27317;37317;47317
20270653/6;8983;18983;28983;38983;48983
20270653/7;50653;60653;70653;80653;90653
20270653/8;52319;62319;72319;82319;92319
20270653/9;53985;63985;73985;83985;93985
20270653/10;55651;65651;75651;85651;95651
20270653/11;57317;67317;77317;87317;97317
20270653/12;58983;68983;78983;88983;98983
20270654/1;654;10654;20654;30654;40654
20270654/2;2320;12320;22320;32320;42320
20270654/3;3986;13986;23986;33986;43986
20270654/4;5652;15652;25652;35652;45652
20270654/5;7318;17318;27318;37318;47318
20270654/6;8984;18984;28984;38984;48984
20270654/7;50654;60654;70654;80654;90654
20270654/8;52320;62320;72320;82320;92320
20270654/9;53986;63986;73986;83986;93986
20270654/10;55652;65652;75652;85652;95652
20270654/11;57318;67318;77318;87318;97318
20270654/12;58984;68984;78984;88984;98984
20270655/1;655;10655;20655;30655;40655
20270655/2;2321;12321;22321;32321;42321
20270655/3;3987;13987;23987;33987;43987
20270655/4;5653;15653;25653;35653;45653
20270655/5;7319;17319;27319;37319;47319
20270655/6;8985;18985;28985;38985;48985
20270655/7;50655;60655;70655;80655;90655
20270655/8;52321;62321;72321;82321;92321
20270655/9;53987;63987;73987;83987;93987
20270655/10;55653;65653;75653;85653;95653
20270655/11;57319;67319;77319;87319;97319
20270655/12;58985;68985;78985;88985;98985
20270656/1;656;10656;20656;30656;40656
20270656/2;2322;12322;22322;32322;42322
20270656/3;3988;13988;23988;33988;43988
20270656/4;5654;15654;25654;35654;45654
20270656/5;7320;17320;27320;37320;47320
20270656/6;8986;18986;28986;38986;48986
20270656/7;50656;60656;70656;80656;90656
20270656/8;52322;62322;72322;82322;92322
20270656/9;53988;63988;73988;83988;93988
20270656/10;55654;65654;75654;85654;95654
20270656/11;57320;67320;77320;87320;97320
20270656/12;58986;68986;78986;88986;98986
20270657/1;657;10657;20657;30657;40657
20270657/2;2323;12323;22323;32323;42323
20270657/3;3989;13989;23989;33989;43989
20270657/4;5655;15655;25655;35655;45655
20270657/5;7321;17321;27321;37321;47321
20270657/6;8987;18987;28987;38987;48987
20270657/7;50657;60657;70657;80657;90657
20270657/8;52323;62323;72323;82323;92323
20270657/9;53989;63989;73989;83989;93989
20270657/10;55655;65655;75655;85655;95655
20270657/11;57321;67321;77321;87321;97321
20270657/12;58987;68987;78987;88987;98987
20270658/1;658;10658;20658;30658;40658
20270658/2;2324;12324;22324;32324;42324
20270658/3;3990;13990;23990;33990;43990
20270658/4;5656;15656;25656;35656;45656
20270658/5;7322;17322;27322;37322;47322
20270658/6;8988;18988;28988;38988;48988
20270658/7;50658;60658;70658;80658;90658
20270658/8;52324;62324;72324;82324;92324
20270658/9;53990;63990;73990;83990;93990
20270658/10;55656;65656;75656;85656;95656
20270658/11;57322;67322;77322;87322;97322
20270658/12;58988;68988;78988;88988;98988
20270659/1;659;10659;20659;30659;40659
20270659/2;2325;12325;22325;32325;42325
20270659/3;3991;13991;23991;33991;43991
20270659/4;5657;15657;25657;35657;45657
20270659/5;7323;17323;27323;37323;47323
20270659/6;8989;18989;28989;38989;48989
20270659/7;50659;60659;70659;80659;90659
20270659/8;52325;62325;72325;82325;92325
20270659/9;53991;63991;73991;83991;93991
20270659/10;55657;65657;75657;85657;95657
20270659/11;57323;67323;77323;87323;97323
20270659/12;58989;68989;78989;88989;98989
20270660/1;660;10660;20660;30660;40660
20270660/2;2326;12326;22326;32326;42326
20270660/3;3992;13992;23992;33992;43992
20270660/4;5658;15658;25658;35658;45658
20270660/5;7324;17324;27324;37324;47324
20270660/6;8990;18990;28990;38990;48990
20270660/7;50660;60660;70660;80660;90660
20270660/8;52326;62326;72326;82326;92326
20270660/9;53992;63992;73992;83992;93992
20270660/10;55658;65658;75658;85658;95658
20270660/11;57324;67324;77324;87324;97324
20270660/12;58990;68990;78990;88990;98990
20270661/1;661;10661;20661;30661;40661
20270661/2;2327;12327;22327;32327;42327
20270661/3;3993;13993;23993;33993;43993
20270661/4;5659;15659;25659;35659;45659
20270661/5;7325;17325;27325;37325;47325
20270661/6;8991;18991;28991;38991;48991
20270661/7;50661;60661;70661;80661;90661
20270661/8;52327;62327;72327;82327;92327
20270661/9;53993;63993;73993;83993;93993
20270661/10;55659;65659;75659;85659;95659
20270661/11;57325;67325;77325;87325;97325
20270661/12;58991;68991;78991;88991;98991
20270662/1;662;10662;20662;30662;40662
20270662/2;2328;12328;22328;32328;42328
20270662/3;3994;13994;23994;33994;43994
20270662/4;5660;15660;25660;35660;45660
20270662/5;7326;17326;27326;37326;47326
20270662/6;8992;18992;28992;38992;48992
20270662/7;50662;60662;70662;80662;90662
20270662/8;52328;62328;72328;82328;92328
20270662/9;53994;63994;73994;83994;93994
20270662/10;55660;65660;75660;85660;95660
20270662/11;57326;67326;77326;87326;97326
20270662/12;58992;68992;78992;88992;98992
20270663/1;663;10663;20663;30663;40663
20270663/2;2329;12329;22329;32329;42329
20270663/3;3995;13995;23995;33995;43995
20270663/4;5661;15661;25661;35661;45661
20270663/5;7327;17327;27327;37327;47327
20270663/6;8993;18993;28993;38993;48993
20270663/7;50663;60663;70663;80663;90663
20270663/8;52329;62329;72329;82329;92329
20270663/9;53995;63995;73995;83995;93995
20270663/10;55661;65661;75661;85661;95661
20270663/11;57327;67327;77327;87327;97327
20270663/12;58993;68993;78993;88993;98993
20270664/1;664;10664;20664;30664;40664
20270664/2;2330;12330;22330;32330;42330
20270664/3;3996;13996;23996;33996;43996
20270664/4;5662;15662;25662;35662;45662
20270664/5;7328;17328;27328;37328;47328
20270664/6;8994;18994;28994;38994;48994
20270664/7;50664;60664;70664;80664;90664
20270664/8;52330;62330;72330;82330;92330
20270664/9;53996;63996;73996;83996;93996
20270664/10;55662;65662;75662;85662;95662
20270664/11;57328;67328;77328;87328;97328
20270664/12;58994;68994;78994;88994;98994
20270665/1;665;10665;20665;30665;40665
20270665/2;2331;12331;22331;32331;42331
20270665/3;3997;13997;23997;33997;43997
20270665/4;5663;15663;25663;35663;45663
20270665/5;7329;17329;27329;37329;47329
20270665/6;8995;18995;28995;38995;48995
20270665/7;50665;60665;70665;80665;90665
20270665/8;52331;62331;72331;82331;92331
20270665/9;53997;63997;73997;83997;93997
20270665/10;55663;65663;75663;85663;95663
20270665/11;57329;67329;77329;87329;97329
20270665/12;58995;68995;78995;88995;98995
20270666/1;666;10666;20666;30666;40666
20270666/2;2332;12332;22332;32332;42332
20270666/3;3998;13998;23998;33998;43998
20270666/4;5664;15664;25664;35664;45664
20270666/5;7330;17330;27330;37330;47330
20270666/6;8996;18996;28996;38996;48996
20270666/7;50666;60666;70666;80666;90666
20270666/8;52332;62332;72332;82332;92332
20270666/9;53998;63998;73998;83998;93998
20270666/10;55664;65664;75664;85664;95664
20270666/11;57330;67330;77330;87330;97330
20270666/12;58996;68996;78996;88996;98996
20270667/1;667;10667;20667;30667;40667
20270667/2;2333;12333;22333;32333;42333
20270667/3;3999;13999;23999;33999;43999
20270667/4;5665;15665;25665;35665;45665
20270667/5;7331;17331;27331;37331;47331
20270667/6;8997;18997;28997;38997;48997
20270667/7;50667;60667;70667;80667;90667
20270667/8;52333;62333;72333;82333;92333
20270667/9;53999;63999;73999;83999;93999
20270667/10;55665;65665;75665;85665;95665
20270667/11;57331;67331;77331;87331;97331
20270667/12;58997;68997;78997;88997;98997
20270668/1;668;10668;20668;30668;40668
20270668/2;2334;12334;22334;32334;42334
20270668/3;4000;14000;24000;34000;44000
20270668/4;5666;15666;25666;35666;45666
20270668/5;7332;17332;27332;37332;47332
20270668/6;8998;18998;28998;38998;48998
20270668/7;50668;60668;70668;80668;90668
20270668/8;52334;62334;72334;82334;92334
20270668/9;54000;64000;74000;84000;94000
20270668/10;55666;65666;75666;85666;95666
20270668/11;57332;67332;77332;87332;97332
20270668/12;58998;68998;78998;88998;98998
20270669/1;669;10669;20669;30669;40669
20270669/2;2335;12335;22335;32335;42335
20270669/3;4001;14001;24001;34001;44001
20270669/4;5667;15667;25667;35667;45667
20270669/5;7333;17333;27333;37333;47333
20270669/6;8999;18999;28999;38999;48999
20270669/7;50669;60669;70669;80669;90669
20270669/8;52335;62335;72335;82335;92335
20270669/9;54001;64001;74001;84001;94001
20270669/10;55667;65667;75667;85667;95667
20270669/11;57333;67333;77333;87333;97333
20270669/12;58999;68999;78999;88999;98999
20270670/1;670;10670;20670;30670;40670
20270670/2;2336;12336;22336;32336;42336
20270670/3;4002;14002;24002;34002;44002
20270670/4;5668;15668;25668;35668;45668
20270670/5;7334;17334;27334;37334;47334
20270670/6;9000;19000;29000;39000;49000
20270670/7;50670;60670;70670;80670;90670
20270670/8;52336;62336;72336;82336;92336
20270670/9;54002;64002;74002;84002;94002
20270670/10;55668;65668;75668;85668;95668
20270670/11;57334;67334;77334;87334;97334
20270670/12;59000;69000;79000;89000;99000
20270671/1;671;10671;20671;30671;40671
20270671/2;2337;12337;22337;32337;42337
20270671/3;4003;14003;24003;34003;44003
20270671/4;5669;15669;25669;35669;45669
20270671/5;7335;17335;27335;37335;47335
20270671/6;9001;19001;29001;39001;49001
20270671/7;50671;60671;70671;80671;90671
20270671/8;52337;62337;72337;82337;92337
20270671/9;54003;64003;74003;84003;94003
20270671/10;55669;65669;75669;85669;95669
20270671/11;57335;67335;77335;87335;97335
20270671/12;59001;69001;79001;89001;99001
20270672/1;672;10672;20672;30672;40672
20270672/2;2338;12338;22338;32338;42338
20270672/3;4004;14004;24004;34004;44004
20270672/4;5670;15670;25670;35670;45670
20270672/5;7336;17336;27336;37336;47336
20270672/6;9002;19002;29002;39002;49002
20270672/7;50672;60672;70672;80672;90672
20270672/8;52338;62338;72338;82338;92338
20270672/9;54004;64004;74004;84004;94004
20270672/10;55670;65670;75670;85670;95670
20270672/11;57336;67336;77336;87336;97336
20270672/12;59002;69002;79002;89002;99002
20270673/1;673;10673;20673;30673;40673
20270673/2;2339;12339;22339;32339;42339
20270673/3;4005;14005;24005;34005;44005
20270673/4;5671;15671;25671;35671;45671
20270673/5;7337;17337;27337;37337;47337
20270673/6;9003;19003;29003;39003;49003
20270673/7;50673;60673;70673;80673;90673
20270673/8;52339;62339;72339;82339;92339
20270673/9;54005;64005;74005;84005;94005
20270673/10;55671;65671;75671;85671;95671
20270673/11;57337;67337;77337;87337;97337
20270673/12;59003;69003;79003;89003;99003
20270674/1;674;10674;20674;30674;40674
20270674/2;2340;12340;22340;32340;42340
20270674/3;4006;14006;24006;34006;44006
20270674/4;5672;15672;25672;35672;45672
20270674/5;7338;17338;27338;37338;47338
20270674/6;9004;19004;29004;39004;49004
20270674/7;50674;60674;70674;80674;90674
20270674/8;52340;62340;72340;82340;92340
20270674/9;54006;64006;74006;84006;94006
20270674/10;55672;65672;75672;85672;95672
20270674/11;57338;67338;77338;87338;97338
20270674/12;59004;69004;79004;89004;99004
20270675/1;675;10675;20675;30675;40675
20270675/2;2341;12341;22341;32341;42341
20270675/3;4007;14007;24007;34007;44007
20270675/4;5673;15673;25673;35673;45673
20270675/5;7339;17339;27339;37339;47339
20270675/6;9005;19005;29005;39005;49005
20270675/7;50675;60675;70675;80675;90675
20270675/8;52341;62341;72341;82341;92341
20270675/9;54007;64007;74007;84007;94007
